분류	가수	앨범	제목	발매년도	작사가	가사
음원순위	2NE1	To Anyone	아파 (Slow) 	2010.09.09	선우정아, KUSH(쿠시)	내가 준 신발을 신고 그녀와 길을 걷고 아무렇지 않게 그녀와 kiss하고 내가 준 향수 뿌리고 그녀를 품에 안고 나와 했던 그 약속 또 다시 하겠죠 우린 이미 늦었나 봐요 우리 사랑 끝난 건가요 아무 말이라도 좀 내게 해줘요 Oh 우리 정말 사랑했잖아 되돌릴 순 없는 건가요 오늘밤 나 많이 아파요 변했니 네 맘 속에 이제 난 더이상 없는거니 난 널 널 생각하면 너무 아파 아파 아파 아무것도 아니라는 듯 내 눈물 바라보고 태연하게 말을 또 이어가고 아니란 말 못하겠다고 그 어떤 미련도 후회도 전혀 없다고 잔인하게 말했죠 우린 이미 늦은건가요 우리 사랑 끝난건가요 거짓말이라도 좀 아니라고 해줘요 Oh 이젠 더 잘할 수 있는데 다시 만날 수는 없지만 오늘밤 나 많이 아파요 변했니 네 맘속에 이제 난 더이상 없는거니 난 널 널 생각하면 너무 아파 아파 아파 더이상 예전의 네가 아니야 내가 사랑한 너와 지금의 네가 너무도 달라서 그저 멍하니 멀어지는 널 바라보고만 서서 울었어 No way I can't recognize you're not mine anymore 변해야 했니 돌아올 순 없니 꼭 변해야 했니 돌아와줄 순 없니 변해야 했니 돌아올 순 없니 왜 변해야 했니 계속 사랑할 순 없니 Oh 끝인 거니 네 맘 속에 이제 난 더이상 없는 거니 난 널 널 생각하면 너무 아파 아파 아파 아파 아파 아파 아파
음원순위	2NE1	To Anyone	박수쳐	2010.09.09	KUSH(쿠시)	민지] 박수 쳐 CL] 모두 박수 쳐 민지] 박수 쳐 CL] 모두 박수 쳐 민지] 모두 박수 쳐 CL] 모두 박수 쳐 민지] 네가 어디에서 무엇을 하던 걱정 근심 따윈 버리고 다 손뼉 쳐 다라] 자 이제 손을 높이 들자 더 크게 치는 사람이 오늘 승자 2NE1 함께 놀자 혼자 있는 사람 모두 빨리 부르자 CL] 이 답답한 도시에서 벗어 나자 박자에 맞춰 모두 다 우리는 우리 밖으로 탈출한 사자 I wanna rock your body (rock, rock) 다라] 오늘 하루는 잠시 미쳐봐 몸이 뜨거워 질 때까지 뛰어봐 우리 만나면 A-YO 나에 손 너에 손 부딪쳐 보자 민지] 오늘 하루는 잠시 미미 미쳐봐 욕심 따위는 모두 이이 잊어봐 우리 신나면 ayo Walk Like A Champion 모두 준비 됐어 [HOOK] 2NE1 박수 쳐, 박수 쳐 봄] 모두 손을 올리고 저 하늘에게 말을 걸어 봐 2NE1 박수 쳐, 박수 쳐 봄] 이제부터 시작이야 K.O.R.E.A 다라] 자 힘이 들 땐 모두 산을 타자 30분 뒤에 정상에서 만나 내가 제인 이라면 넌 타잔 가자 저 넓은 우주를 향해 탈출하자 CL] 탐험 하자 깊은 바다에서의 뜨거운 마찰 잠깐 이제 우린 모두 하나 One More time Rock Your Body Every Body (rock, rock) 다라] 오늘 하루는 잠시 미쳐봐 몸이 뜨거워 질 때까지 뛰어봐 우리 만나면 A-YO 나에 손 너에 손 부딪쳐 보자 민지] 오늘 하루는 잠시 미미 미쳐봐 욕심 따위는 모두 이이 잊어봐 우리 신나면 ayo Walk Like A Champion 모두 준비 됐어 [HOOK] 2NE1 박수 쳐, 박수 쳐 봄] 모두 손을 올리고 저 하늘에게 말을 걸어 봐 2NE1 박수 쳐, 박수 쳐 봄] 이제부터 시작이야 K.O.R.E.A CL] 빨게 진 손뼉으로 모두 공격 이 차가운 세상에 너를 보여줘 YO 이 음악으로 지구를 흔들자 좀 더 크게 노래를 부르자 민지] 너와 나의 소리가 하나가 되고 그 소리가 합쳐 세상을 흔들고 느껴진다면 모두 같이 나와 춤 추자 Just You and Me One One 다라] I Wanna Rock YO Body I Wanna Make Some Noise 걱정 따윈 날려 버려 I Wanna Rock YO Body I Wanna Make Some Noise 무거운 짐 따윈 벗어 던져 [HOOK] 2NE1 박수 쳐, 박수 쳐 봄] 모두 손을 올리고 저 하늘에게 말을 걸어 봐 2NE1 박수 쳐, 박수 쳐 봄] 이제부터 시작이야 K.O.R.E.A
음원순위	2NE1	내가 제일 잘 나가	내가 제일 잘 나가	2011.06.24	TEDDY	내가 제일 잘 나가 내가 제일 잘 나가내가 제일 잘 나가내가 제일 잘 나가 Bam Ratatata Tatatatata X4 Oh my god 누가 봐도 내가 좀 죽여주잖아 둘째가라면 이 몸이 서럽잖아 넌 뒤를 따라오지만 난 앞만 보고 질주해 네가 앉은 테이블 위를 뛰어다녀 I don’t care 건드리면 감당 못해 I’m hot hot hot hot fire 뒤집어지기 전에 제발 누가 날 좀 말려 옷장을 열어 가장 상큼한 옷을 걸치고 거울에 비친 내 얼굴을 꼼꼼히 살피고 지금은 여덟 시 약속시간은 여덟 시 반 도도한 걸음으로 나선 이 밤 내가 제일 잘 나가 X4 내가 봐도 내가 좀 끝내주잖아 네가 나라도 이 몸이 부럽잖아 남자들은 날 돌아보고 여자들은 따라해 내가 앉은 이 자리를 매일 넘봐 피곤해 선수인척 폼만 잡는 어리버리한 Playa 넌 바람 빠진 타이어처럼 보기 좋게 차여 어떤 비교도 난 거부해 이건 겸손한 얘기 가치를 논하자면 나는 Billion dollar baby 뭘 쫌 아는 사람들은 다 알아서 알아봐 아무나 잡고 물어봐 누가 제일 잘 나가? 내가 제일 잘 나가 X4 누가? 네가 나보다 더 잘 나가? No no no no! Na na na na! X4 Bam Ratatata Tatatatata X4 Oh my god
음원순위	2NE1	2NE1 2nd Mini Album	UGLY 	2011.07.28	TEDDY	밝게 웃어보지만 내 맘에 들지 않아 난 예쁘지 않아 아름답지 않아 Oh oh oh oh x2 노랠 불러보지만 아무도 듣지 않아 난 예쁘지 않아 아름답지 않아 Oh oh oh oh x2 난 왜 이렇게 못난 걸까 어떡하면 나도 너처럼 환하게 웃어볼 수 있을까 또 화가나 왜 늘 완벽하지 못해 이 깨진 거울 속 못난 모습을 향해 탓하기만 해 쳐다보지마 지금 이 느낌이 싫어 난 어디론가 숨고만 싶어 벗어 나고 싶어 이 세상은 거짓말 I think I’m ugly And nobody wants to love me Just like her I wanna be pretty I wanna be pretty Don’t lie to my face tellin’ me I’m pretty I think I’m ugly And nobody wants to love me Just like her I wanna be pretty I wanna be pretty Don’t lie to my face cuz I know I’m ugly 날 쉽게 이해한다고 하지마 못 생기고 삐뚤어진 내 마음이 널 원망할지도 몰라 말 시키지마 난 너와 어울리지 못해 그 잘난 눈빛 속 차가운 가식이 날 숨막히게 해 다가오지마 너의 관심조차 싫어 난 어디론가 떠나고 싶어 소리 치고 싶어 이 세상은 거짓말 I think I’m ugly And nobody wants to love me Just like her I wanna be pretty I wanna be pretty Don’t lie to my face tellin’ me I’m pretty I think I’m ugly And nobody wants to love me Just like her I wanna be pretty I wanna be pretty Don’t lie to my face cuz I know I’m ugly All alone I’m all alone X2 따뜻함이란 없어 곁엔 아무도 없어 All alone I’m all alone X2 I’m always all alone 따뜻함이란 없어 곁엔 그 누구도 날 안아줄 사람 없어 I think I’m ugly And nobody wants to love me Just like her I wanna be pretty I wanna be pretty Don’t lie to my face tellin’ me I’m pretty I think I’m ugly And nobody wants to love me Just like her I wanna be pretty I wanna be pretty Don’t lie to my face cuz I know I’m ugly
음원순위	2NE1	Lonely	Lonely	2011.05.12	TEDDY	지금 내가 하는 얘기 널 아프게 할지 몰라 아마 날 죽도록 미워하게 될 꺼야 내가 예전 같지 않다던 네 말 모두 틀린 말은 아니야 나도 변해버린 내가 낯 설기만해 너무 착한 넌데 넌 그대로인데 Oh I don’t know I don’t know 내가 왜 이러는지 그토록 사랑했는데 넌 여기 있는데 Oh I don’t know 이제 날 찾고 싶어 Baby I’m sorry 너와 있어도 난 lonely 사랑하긴 내가 부족한가 봐 이런 못난 날 용서해 I’m sorry 이게 너와 나의 story 사랑이란 내겐 과분한가 봐 네 곁에 있어도 Baby I’m so lonely lonely lonely lonely lonely Baby I’m so lonely lonely lonely lonely lonely Baby I’m so lonely lonely lonely lonely lonely Baby I’m so lonely lonely lonely lonely lonely 네가 잘못한 게 아냐 내가 이상한 거야 이미 오래 전부터 난 준비 했나 봐 이별을 정말 잘해주고 싶었는데 하필 사랑 앞에서는 왜 이렇게 한없이 작아지고 외로운지 너무 착한 넌데 넌 그대로인데 Oh I don’t know I don’t know 내가 왜 이러는지 그토록 사랑했는데 넌 여기 있는데 Oh I don’t know 이제 날 찾고 싶어 Baby I’m sorry 너와 있어도 난 lonely 사랑하긴 내가 부족한가 봐 이런 못난 날 용서해 I’m sorry 이게 너와 나의 story 사랑이란 내겐 과분한가 봐 네 곁에 있어도 Baby I’m so lonely lonely lonely lonely lonely Baby I’m so lonely lonely lonely lonely lonely Baby I’m so lonely lonely lonely lonely lonely Baby I’m so lonely lonely lonely lonely lonely Cuz I’m just another girl 이 밤이 외로워 난 더는 견딜 수 없어 good bye Cuz I’m just another girl 너무나 외로워 지금 네 곁에 있어도 baby I’m so lonely Baby I’m so lonely lonely lonely lonely lonely Baby I’m so lonely lonely lonely lonely lonely Baby I’m so lonely lonely lonely lonely lonely Baby I’m so lonely lonely lonely lonely lonely
음원순위	원더걸스	Wonder World	Be My Baby 	2011.11.07	박진영	Watching 계속 바라보며 난 Waiting 니가 다가오기만을 바래 어서 내게 와 날 데려가 제발 Dreaming 니 맘도 나 같기를 Praying 가슴 조이며 난 기도해 저 하늘에 이렇게 두 손을 모아서 이런 적이 없는데 내 가슴이 두근두근 두근대고 몇 번 본 적 없는데 니 모습이 자꾸 꿈에 나와 차분하려 하는데 니가 또 내 앞에만 나타나면 사랑한다고 말해버릴 것만 같아 Please be my baby, Please be my baby 너만 생각하면 미치겠어 니가 너무너무 갖고 싶어서 Make me your lady, Make me your lady 나의 사랑을 너에게 줄게 절대 후회하지 않게 해줄게 No Crazy 내가 미쳤는지 왜 Lately 하루 종일 난 뭘 하든지 너의 사진이 머릿속에 박혔어 Perfect 모든 게 완벽해 Terrific 겉과 속 모두 다 어쩜 너는 모자라는 게 하나도 없는 건지 차분하려 하는데 니가 또 내 앞에만 나타나면 사랑한다고 말해버릴 것만 같아 자 더 이상 이제 망설이지 마 내 말을 의심하지 마 내 말을 믿고 나를 따라와 난 니 인생의 마지막 여자가 되고 넌 내 마지막 남자가 될 거란 걸 알지만 넌 아직 몰라 왜 놀라 자 어서 빨리 나를 골라 말 할 필요도 없어 그냥 내 말대로 잘 할 생각만 하면 돼 그러니 니 앞에 날 잘 보고 판단을 해 봐 어때 88 나이도 딱 맞아 모두 다 맞아 Please be my baby, Please be my baby 너만 생각하면 미치겠어 니가 너무너무 갖고 싶어서 Make me your lady, Make me your lady 나의 사랑을 너에게 줄게 절대 후회하지 않게 해줄게 No
음원순위	소녀시대	'The Boys' The 3rd Album	The Boys	2011.10.19	유영진	겁이 나서 시작조차 안 해 봤다면 그댄 투덜대지 마라 좀! 주저하면 기회는 모두 너를 비켜가 가슴 펴고 나와봐라 좀! Bring the boys out Bring the boys out we Bring the boys out we Bring the boys out Bring the boys out 순리에 맞춰 사는 것, 넌 길들여져 버렸니? 괜찮니? (get up) 암담한 세상이 그댈 주눅들게 만드니? (that's funny) 괜찮니? 그냥 볼 수가 없어 난, 부딪히고 깨져도 몇 번이고 일어나 날카롭게, 멋지게 일을 내고야 말던 네 야성을 보여줘 My boy Bring the boys out Girls' generation make you feel the heat! 전 세계가 너를 주목해 (Bring the boys out) 위풍도 당당하지 뼛속부터 넌 원래 멋졌어 You know the girls? (Bring the boys out) 흔들리지 말고 그댄 자릴 지켜 원래 전쟁 같은 삶을 사는 인간인걸 너는 왜? (yes fly high!) 벌써 왜? (you fly high!) 포기해 Oh, 넌 멀었잖아 너의 집념을 보여줘 지구를 좀 흔들어줘 모두가 널 볼 수 있게 역사는 새롭게 쓰여지게 될 걸? 주인공은 바로 너! 바로 너! Bring the boys out Girls' generation make you feel the heat! 전 세계가 너를 주목해 (Bring the boys out) 위풍도 당당하지 뼛속부터 넌 원래 멋졌어 You know the girls? (Bring the boys out) Girls bring the boys out! I wanna dance right now! 내가 이끌어 줄게 come out. 세상 남자들이여 난, No.1 지혜를 주는 Athena. Check this out! 즐겨봐라, 도전의 설레임 이미 모두 가진 세상의 남자 그대로 쭉 가는 거야 keep up! Girls' generation, We don't stop! (Bring the boys out) 막혀버렸던 미래가 안보였던 미래가 네 눈앞에 펼쳐져 점점 더 완벽한 네 모습에 마치 난 빨려들 것 같아 My heart 겁이 나서 시작조차 안 해 봤다면 그댄 투덜대지 마라 좀! (Bring the boys out) 주저하면 기회는 모두 너를 비켜가 가슴 펴고 나와 봐라 좀! (Bring the boys out) 'cause the girls bring the boys out Girls bring the boys out Girls bring the boys out Girls bring the boys out Girls' generation make'em feel the heat! 전 세계가 우릴 주목해 (Bring the boys out) 세상을 이끌 남자, 멋진 여자들 여기 모여라 You know the girls? (Bring the boys out)
음원순위	2NE1	2NE1 2nd Mini Album	Hate You 	2011.07.28	TEDDY	넌 정말 재수없어 널 만날 이유 없어 너 같은 남잔 이세상에 깔렸어 재 재 재 재수없어 단점을 셀 수 없어 참으며 사랑하긴 시간이 너무 아까워 Hate you eheheheheh I’m fine living without you I Hate you eheheheheh I’m fine living without you 너와의 기억은 기다린 기억밖에 없어 난 참고 참고 참아도 끝은 없었어 사랑한단 한마디가 듣고 싶었어 난 무심한 너의 사랑에 난 지쳤어 기분이 더러워 자존심 다 버리고 줬는데 참 서러워 내가 이것밖에 안됐나 난 두려워 사랑이란 두 글자가 이젠 난 무서워 네가 참 우스워 넌 정말 재수없어 널 만날 이유 없어 너 같은 남잔 이세상에 깔렸어 재 재 재 재수없어 단점을 셀 수 없어 참으며 사랑하긴 시간이 너무 아까워 Hate you eheheheheh I’m fine living without you I Hate you eheheheheh I’m fine living without you 네 입에서 나오는 말은 거짓말이 반 속고 속고 속아도 끝은 없었어 언젠가 너도 너 같은 여잘 만나게 될 꺼야 아파 봐야 그때 넌 내 맘 알 꺼야 기분이 더러워 해피 엔딩의 주인공이란 건 없었어 내가 바보처럼 순진했나 더 잘됐어 지금이라도 널 알았으니 떠나겠어 정말 재수없어 넌 정말 재수없어 널 만날 이유 없어 너 같은 남잔 이세상에 깔렸어 재 재 재 재수없어 단점을 셀 수 없어 참으며 사랑하긴 시간이 너무 아까워 Hate you eheheheheh I’m fine living without you I Hate you eheheheheh I’m fine living without you 맘이 시원해 속이 후련해 뼈 속 깊은 곳 까지 네 기억 지워내 너무 시원해 속이 후련해 뼈 속 깊은 곳 까지 네 기억 지워내 넌 정말 재수없어 널 만날 이유 없어 너 같은 남잔 이세상에 깔렸어 재 재 재 재수없어 단점을 셀 수 없어 참으며 사랑하긴 시간이 너무 아까워 Hate you eheheheheh I’m fine living without you I Hate you eheheheheh I’m fine living without you
음원순위	빅뱅	빅뱅 미니앨범 4집 	TONIGHT	2011.02.24.	G-DRAGON, T.O.P	Tonight Such a beautiful night Sing you with me now 2011 Follow me Big Bang Big Bang We back again one more time Say No way No way 너무 쉽게 또 남이 돼 Big Bang Big Bang Don't stop Let's play Okay Okay Go go go 나 미칠 것 같애 아마 지친 것 같애 아냐 질린 것 같애 벌써 따분해 시시해 한 여자로는 만족 못하는 Bad Boy But I'm nice 안 넘어가고는 못 배길걸 Let me blow your mind 언제부터였는지 감흥이 없어진 우리 이젠 마치 진 빠진 김 빠진 콜라같지 무감각해진 첫 느낌 서로를 향한 곁눈질 그깟 사랑에 난 목매지 않아 Don't want a try no more 너를 찾아서 오에오 날 비춰주는 저 달빛 아래로 그댈 찾아서 오에오 오오 끝이 어딘지 모르겠지만 Hey- Tonight Tonight Tonight Tonight 아직 난 사랑을 몰라 또 홀로 가여운 이 밤 상처난 이별이 무서워 So What So What 널 처음 만난 순간이 그리워 No More No More 그저 아픔에 서툰걸 난 피하고 싶은걸 But you no that I love you girl (Girl girl girl) 질질 끄는 성격 Say No 차가운 입술로 널 얼어붙게 하는 나나나 T T T Take my soul Take my heart back 새로운 설레임 Get that 사랑은 내겐 어울리지 않아 Don't think too much It's simple 너를 찾아서 오에오 날 비춰주는 저 달빛 아래로 그댈 찾아서 오에오 오오 끝이 어딘지 모르겠지만 Hey- Tonight Tonight Tonight Tonight 아직 난 사랑을 몰라 또 홀로 가여운 이 밤 안녕이란 말의 슬픈 의미 어두운 그림자는 가려지고 내 마음 속 잊어버린 너를 향한 나의 기억 Let's go Move it Move it Move it A Wo- 너를 찾아서 오에오 날 비춰주는 저 달빛 아래로 (저 달빛 아래로) 그댈 찾아서 오에오 오오 (그대 오 Baby) 끝이 어딘지 모르겠지만 Hey (어딘지 몰라) Tonight Tonight Tonight Tonight 아직 난 사랑을 몰라 (사랑을 몰라 난) 또 홀로 가여운 이 밤 너를 찾아서 오에오 (Tonight) 날 비춰주는 저 달빛 아래로 (Such a beautiful night) 그댈 찾아서 오에오 오오 (Ha-) 끝이 어딘지 모르겠지만 (Good Night)
음원순위	슈퍼주니어	'Mr. Simple' The 5th Album	Mr. Simple	2011.08.03	유영진	Because You Naughty, Naughty Hey! Mr. Simple Because You Naughty, Naughty 슈주 간다! 세상이 내 맘대로 안 된다고 화만 내면 안 돼 그럴 필요 없지 걱정도 팔자다 작은 일에 너무 연연하지 말자 몸에 좋지 않아 성적이 좋았다가 나빴다가 그런 거지 뭐 흥! 실적이 올랐다가 떨어졌다 그런 때도 있지 어쩌면 괜찮아 쉬어 가는 것도 좋아 모든 것이 때, 때, 때, 때, 때가 있는 거니까 그대가 남자라면 친굴 만나 술 한 잔에 털어버리고 (Alright!) Alright 그대가 여자라면 친굴 만나 수다 떨어 날려버리고 (Alright!) Alright, Alright *봐라 Mr. Simple, Simple 그대는 그대는 그대로 멋져 봐라 Miss Simple, Simple 그대는 그대로 예뻐 (S J Call!) 봐라 Mr. Simple, Simple 그대는 그대는 그대로 멋져 봐라 Miss Simple, Simple 그대는 그대로 예뻐 (S J Call!) **가자 가자 어서 가자 막혔을 땐 돌아가자 골치 아파 죽겠다면 오늘 하루만 놀고 보자 안 그래도 거친 세상 죽어라 뛰면 나만 지쳐 기다려봐 아껴둬 봐 너의 날이 곧 올 테니까 Blow Your Mind 가라 Mr. Simple Blow Your Mind 때가 왔잖아 두려워 말고 Blow Your Mind 가자 Mr. Simple Blow Your Mind 때가 왔잖아 준비 됐잖아 속 썩는 일이 한 두 가지 아닌 세상에 우린 살아 그건 애도 알아 뭐 이렇게 어렵나 우리 잘 먹고 잘 자고 또 잘하면 그렇게 하면 되지 그대가 화가 나면 친굴 만나 뒷담화로 풀어버리고 (Alright!) Alright 그대가 괴롭다면 노래 불러 소리 질러 날려버리고 (Alright!) Alright, Alright *Repeat Dance 자유란 게 뭐 그리 별거 있나 Just Get It Get It 소소한 일탈의 재미 둥둥둥 쿵쿵쿵 살아있는 그댈 느끼고 싶나 Just Grab It Grab It 가슴 뛰는 내 꿈들의 얘기 둥둥둥 쿵쿵쿵 (Because You Naughty, Naughty) 이제 걱정 하지마 앞엔 좋은 날이 올 거야 심각한 얘긴 다 뒤로 미뤄두고 오늘은 밝게 웃어봐 그대의 환한 웃음에 모두 기분 좋아져 *Repeat **Repeat Blow Your Mind 가라 Mr. Simple Blow Your Mind 때가 왔잖아 두려워 말고 Blow Your Mind 가자 Mr. Simple Blow Your Mind 가라 Mr. Simple
음원순위	빅뱅	빅뱅 스페셜에디션	LOVE SONG	2011.04.08.	TEDDY, T.O.P, G-DRAGON	한 여자가 멀어져 가 남자는 노래 부르지만 눈물이 나는 걸 이별이란 널 만질 수가 없는걸 I know yeah eh 떨어지는 날 잡아줘 hello I hate this love song (I hate this love song) I hate this love song (I hate this love song) I hate this love song (I hate this love song) I hate this love song (I hate this love song) 이 사랑 노래가 싫어 다신 안 부르리 너를 떠올리지 않게 잊을 수 있게 이 사랑 노래가 싫어 웃으며 부르리 그대가 외롭지 않게 지금 너에게로 난 ooh ooh ooh ooh 난 ooh ooh ooh ooh 난 두려워 이 세상은 의미없어 달과 별이 있는 너 있는 그 곳에 데려가줘 우린 아름다웠는데 you know 내게 사랑을 가르쳐준 너 hello I hate this love song (I hate this love song) I hate this love song (I hate this love song) I hate this love song (I hate this love song) I hate this love song (I hate this love song) 이 사랑 노래가 싫어 다신 안 부르리 너를 떠올리지 않게 잊을 수 있게 이 사랑 노래가 싫어 웃으며 부르리 그대가 외롭지 않게 지금 너에게로 난 ooh ooh ooh ooh 난 ooh ooh ooh ooh 따스한 햇살 또 다른 세상 쓸쓸히 춤추는 갈대밭 푸른 언덕 위 난 여전히 그녀와의 못다한 대화 아무 대답 없는 (대답 없는) 무표정한 저 하늘 (저 하늘) 흰 구름 뒤에 숨어 있겠지 넌 별이 됐겠지 (Let's go) 눈 감고 네 숨결을 느껴 네 꿈을 꿔 내 입가에 번진 미소 지금 난 너와 숨을 쉬어 시간아 멈춰 그녀와 날 갈라놓지 말아 바람아 멈춰 네게 보내는 마지막 편지 한 장 이 사랑 노래가 싫어 다신 안 부르리 너를 떠올리지 않게 잊을 수 있게 이 사랑 노래가 싫어 웃으며 부르리 그대가 외롭지 않게 지금 너에게로 난 ooh ooh ooh ooh ooh hoo(oh I hate this love song) 난 ooh ooh ooh ooh ooh hoo(oh I hate this love song) I hate this love song
음원순위	빅뱅	빅뱅 미니앨범 4집 	CAFE 	2011.02.24.	G-DRAGON,T.O.P	네가 앉아있던 그 하얀 의자만이 네 향기를 기억하고 네가 떠난 후로 차가운 정적만이 널 기다리고 있는 작은 카페 Yo 습관이된 Ice Coffee Espresso double shot 눈을 감아 조심스레 한 모금만 흘러오는 즐겨 듣던 음악 심장이 점점 빠르게 뛰어 온다 처음 널 만난 설레이던 떨림을 회상해 Caffeine 힘을 빌려 꼭 챙기던 그녀의 설탕 Syrup 이젠 이 끈적함이 난 싫어  Oh please don’t leave me alone 나 어떡하라고 모두가 잠든 밤 왜 날 혼자 두려고 Tell me the Truth 어제와 다른 오늘 늦었다고 약속했던 서로 나누던 말들 다 거짓 이라고 don’t make me fool 네가 앉아있던 그 하얀 의자만이 네 향기를 기억하고 네가 떠난 후로 차가운 정적만이 널 기다리고 있는 작은 카페  You don’t need me anymore 그 말은 말아줘 그대는 지금 내가 싫다는 듯 자신을 속이고 낡은 저 책상 위에 새겨놓은 우리 둘 이름까지도 기억속에 추억속에 그냥 묻어둔채로  Oh my god 묻어둔대 도 그게 잘 안돼 날 찾아 오는 건 공황상태 불안정한 심리 속에 방황해 쓸쓸히 혼자 불 꺼진 방안에 널 그리며 추억하는 불행한 화가 유일한 명작이 된 비극적인 우리사랑 아직도 내 마음은 너로 가득 한 화랑 너 떠난 서울은 황량한 사막  네가 앉아있던 그 하얀 의자만이 네 향기를 기억하고 네가 떠난 후로 차가운 정적만이 널 기다리고 있는 작은 카페  너 외로워 할 때면 언제든 널 기다리고 있는 너 그리워 보고 싶은 날이면 널 부르고 있는 내가 타주던 커피와 접어 둔 책갈피와 그대만의 하얀 집 위로 흐르는 비 baby 네가 앉아있던 그 하얀 의자만이 네 향기를 기억하고 네가 떠난 후로 차가운 정적만이 널 기다리고 있는 작은 카페
음원순위	빅뱅	빅뱅 미니앨범 4집 	WHAT IS RIGHT	2011.02.24.	G-DRAGON,T.O.P	Tell me what is right and what is wrong 이유도 모른 채 너와 난 다투고 있어 얼굴을 붉히고서 잔뜩 심술이 나서 하지만 이런 네 모습마저 난  아직도 모르겠어 right 그 아무도 모를테지 남자와 여자의 차이 입장따라 다르겠지 매번 똑같은 episode 한쪽은 꼬리를 내리고 싸우려고 널 만나건 아닌데 말이야 자기야  내가 무슨 말이 더 필요하겠니 미안미안 반복된 다툼은 내일이 되면 다 지난 일이야 변명은 해봐야 구차해 서로 이해 못해 다툴라 해 우리 생각을 해 매 순간에 잘못의 원인이 누구든 간에  Tell me what is right and what is wrong 이유도 모른 채 너와 난 다투고 있어 얼굴을 붉히고서 잔뜩 심술이 나서 하지만 이런 네 모습마저 난 What is right and what is wrong what is right and what is wrong 금방이라도 울듯 꼭 어린아이 같은(hey) 그대가 내 여자라서 좋아 난  나만 바라봐주기, 밤새워 통화하기, 가끔은 몰래 준비한 깜짝 이벤트해주기, 기념일 잊지 않기, 절대 의심하지 않기, 너의 편 돼주기, 사랑한다고 말해주기  네가 해 달라는 대로 원하는 대로 노력해봤지만 나아지지가 않아 그대 내 진심 안다면 화내지 말고 그냥 눈을 감고 입맞춰줘 baby  Tell me what is right and what is wrong 이유도 모른 채 너와 난 다투고 있어 얼굴을 붉히고서 잔뜩 심술이 나서 하지만 이런 네 모습마저 난 What is right and what is wrong what is right and what is wrong 금방이라도 울듯 꼭 어린아이 같은(hey) 그대가 내 여자라서 좋아 난  Say ye ye ye 점점 빠르게 끝을 향해 가고 있어 더 이상은 안돼 yeh yeh Baby hold on 흔들리고 있는 날 붙잡아줘 ooh 항상 처음은 설레여 문제는 1년만 지나면 어때 사랑은 안 변해 사람이 변해 아니면 가족 같아 내가 편해  내가 더 잘할께란 말 이젠 무의미한걸  솔직하게 네 속 맘을 열어봐 right now  Tell me what is right and what is wrong 이유도 모른 채 너와 난 다투고 있어 얼굴을 붉히고서 잔뜩 심술이 나서 하지만 이런 네 모습마저 난 What is right and what is wrong what is right and what is wrong 금방이라도 울듯 꼭 어린아이 같은(hey) 그대가 내 여자라서 좋아 난 What is right and what is wrong
